번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부
2136,숙박업,03_11_03_P,3320000,3320000-201-1987-00751,1987-03-20,,3,폐업,2,폐업,2004-10-22,,,,,676.24,616-807,부산광역시 북구 구포동 1184-14번지,,,파레스,2002-05-15 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1985-01006,1985-06-25,,3,폐업,2,폐업,2004-10-22,,,,,96.04,616-802,부산광역시 북구 구포동 1050-1번지,,,태흥장,2002-05-15 0:00,I,2018-08-31 23:59,여관업,381736.1199,191121.2547,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1985-01008,1985-11-21,,3,폐업,2,폐업,2006-03-24,,,,,206.08,616-801,부산광역시 북구 구포동 265-16번지 17,,,유정장,2005-08-24 0:00,I,2018-08-31 23:59,여관업,,,여관업,,,,,,,,,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1986-01006,1986-05-29,,3,폐업,2,폐업,2004-10-22,,,,,103.8,616-802,부산광역시 북구 구포동 1067-12번지 13,,,이화장,2002-05-15 0:00,I,2018-08-31 23:59,여관업,381586.1412,191214.5798,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1976-00315,1976-08-04,,3,폐업,2,폐업,2004-10-22,,,,,21.61,616-801,부산광역시 북구 구포동 1060-78번지,,,일성,2002-05-10 0:00,I,2018-08-31 23:59,여관업,381913.238,191586.6856,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1993-01012,1993-07-08,,3,폐업,2,폐업,2003-06-23,,,,051 3320338,122.3,616-802,부산광역시 북구 구포동 1067-11번지,,,신세계,2003-06-23 0:00,I,2018-08-31 23:59,여관업,381592.8854,191222.931,여관업,,,,,,,,,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1994-01012,1994-10-13,,3,폐업,2,폐업,2004-10-22,,,,,682.74,616-819,부산광역시 북구 덕천동 380-32번지,,,옥류장,2002-05-16 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1995-00997,1995-09-25,,3,폐업,2,폐업,2004-10-22,,,,051 3348566,727.28,616-817,부산광역시 북구 덕천동 351-5번지,,,보명별장,2002-10-22 0:00,I,2018-08-31 23:59,여관업,382330.239,191965.8881,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1996-01175,1996-04-15,,3,폐업,2,폐업,2004-10-22,,,,,514.02,616-837,부산광역시 북구 구포동 398-11번지,,,만수장모텔,2002-05-10 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1996-01176,1996-11-22,,3,폐업,2,폐업,2004-10-22,,,,051 3318822,511.38,616-832,부산광역시 북구 만덕동 73-18번지,,,하와이여관,2002-05-10 0:00,I,2018-08-31 23:59,여관업,386388.974,192196.4224,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1997-01177,1997-11-06,,3,폐업,2,폐업,2004-10-22,,,,,574.84,616-832,부산광역시 북구 만덕동 73-4번지,,,로망스,2002-05-10 0:00,I,2018-08-31 23:59,여관업,386477.8781,192212.5104,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1998-01246,1998-07-02,,3,폐업,2,폐업,2004-10-22,,,,051 3338181,1327.41,616-832,부산광역시 북구 만덕동 73-16번지,,,청림장,2002-05-10 0:00,I,2018-08-31 23:59,여관업,386364.5915,192117.0888,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1975-00315,1975-09-04,,3,폐업,2,폐업,2011-05-16,,,,051332 3013,63.88,616-801,부산광역시 북구 구포동 211-4번지,,,동남,2006-07-10 0:00,I,2018-08-31 23:59,여관업,382127.5225,191897.2581,여관업,,,,,,,11,,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1991-00993,1991-03-14,,3,폐업,2,폐업,2005-07-11,,,,051 3378811,1177.14,616-816,부산광역시 북구 덕천동 398-14번지,,,엠파이어,2002-05-10 0:00,I,2018-08-31 23:59,관광호텔,382751.2973,192039.0269,관광호텔,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1980-00993,1980-09-11,,3,폐업,2,폐업,2003-06-27,,,,051 3324959,170.7,616-817,부산광역시 북구 덕천동 352-4번지,,,록수장,2003-07-01 0:00,I,2018-08-31 23:59,여관업,382389.078,191954.1617,여관업,,,,,,,,,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2003-00008,2003-11-15,,3,폐업,2,폐업,2004-10-22,,,,3362420,110.82,616-801,부산광역시 북구 구포동 1060-408번지,,,백한여인숙,2003-11-15 0:00,I,2018-08-31 23:59,관광호텔,381820.2456,191555.7612,관광호텔,2,,2,2,,,10,,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1973-00346,1973-01-15,,3,폐업,2,폐업,2004-10-22,,,,,0,616-802,부산광역시 북구 구포동 1067-6번지 T통B반,,,중앙,2003-01-06 0:00,I,2018-08-31 23:59,여인숙업,381532.7047,191144.3335,여인숙업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2002-00028,2002-05-07,,3,폐업,2,폐업,2004-10-22,,,,051 3356605,486.71,616-802,부산광역시 북구 구포동 1054-5번지,,,화목모텔,2002-05-07 0:00,I,2018-08-31 23:59,여관업,381681.8616,191162.8851,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1990-01010,1990-01-06,,3,폐업,2,폐업,2004-10-22,,,,,0,616-801,부산광역시 북구 구포동 586-9번지,,,로얄,2002-05-15 0:00,I,2018-08-31 23:59,여관업,382328.3523,191799.3397,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2002-00041,2002-05-21,,3,폐업,2,폐업,2004-10-22,,,,051 3636565,1848,616-090,부산광역시 북구 구포동 2270-1번지,,,풀하우스,2002-05-22 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1989-01248,1989-03-31,,3,폐업,2,폐업,2004-10-22,,,,051 3366660,0,616-817,부산광역시 북구 덕천동 351-8번지,,,달오장,2003-01-06 0:00,I,2018-08-31 23:59,여관업,382371.712,191970.734,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2002-00014,2002-05-07,,3,폐업,2,폐업,2004-10-22,,,,,0,616-824,부산광역시 북구 만덕동 51-9번지,,,에크스장여관,2002-05-07 0:00,I,2018-08-31 23:59,여관업,386157.19,192468.8475,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1991-00992,1991-03-14,,3,폐업,2,폐업,2005-07-11,,,,051 3378811,1177.14,616-819,부산광역시 북구 덕천동 389-14번지,,,엠파이어관광호텔,2002-10-22 0:00,I,2018-08-31 23:59,관광호텔,383611.9513,192252.7458,관광호텔,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1986-01004,1986-03-14,,3,폐업,2,폐업,2004-10-22,,,,051 3345916,0,616-816,부산광역시 북구 덕천동 399-3번지 T통B반,,,동원장,1999-09-20 0:00,I,2018-08-31 23:59,여관업,382571.4912,192009.9703,여관업,0,0,0,,0,,19,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1989-01008,1989-09-12,,3,폐업,2,폐업,1996-01-25,,,,,0,616-817,부산광역시 북구 덕천동 350-18번지 T통B반,,,태화장,1999-04-28 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1997-01012,1997-02-05,,3,폐업,2,폐업,1997-04-28,,,,,0,616-817,부산광역시 북구 덕천동 350-1번지 T통B반,,,복성장 여관,1999-04-28 0:00,I,2018-08-31 23:59,여관업,382399.3765,192017.5532,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1997-01013,1997-12-23,,3,폐업,2,폐업,1998-01-26,,,,051 3374363,0,616-817,부산광역시 북구 덕천동 350-1번지 T통B반,,,복성장 여관,1999-04-28 0:00,I,2018-08-31 23:59,여관업,382399.3765,192017.5532,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1987-00302,1987-03-20,,3,폐업,2,폐업,2012-01-31,,,,051 3033025,676.24,616-807,부산광역시 북구 구포동 1184-14번지 T통B반,,,파레스장여관,2012-02-01 10:58,I,2018-08-31 23:59,여관업,,,여관업,,,,,,,23,,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1975-00309,1975-07-29,,3,폐업,2,폐업,2004-10-22,,,,051 3329820,0,616-802,부산광역시 북구 구포동 1067-4번지 T통B반,,,동성,1999-09-20 0:00,I,2018-08-31 23:59,여관업,381611.2959,191264.8098,여관업,0,0,0,,0,,15,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1967-00320,1967-04-04,,3,폐업,2,폐업,2004-10-22,,,,051 3324347,0,616-802,부산광역시 북구 구포동 1046번지 T통B반,,,영빈장,1999-09-20 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,10,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1972-00343,1972-11-03,,3,폐업,2,폐업,2004-10-22,,,,,0,616-801,부산광역시 북구 구포동 1060-320번지 T통B반,,,문화,1999-02-18 0:00,I,2018-08-31 23:59,여인숙업,381761.3038,191416.1538,여인숙업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1972-00345,1972-11-03,,3,폐업,2,폐업,2004-10-22,,,,,0,616-801,부산광역시 북구 구포동 1060-254번지 T통B반,,,산해,1999-10-25 0:00,I,2018-08-31 23:59,여인숙업,381665.5336,191280.3059,여인숙업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1969-00350,1969-12-30,,3,폐업,2,폐업,2004-10-22,,,,,0,616-801,부산광역시 북구 구포동 1060-347번지 T통B반,,,시민,1999-02-18 0:00,I,2018-08-31 23:59,여인숙업,381738.3053,191348.929,여인숙업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1990-00089,1990-01-06,,3,폐업,2,폐업,2004-10-22,,,,051 3318870,0,616-801,부산광역시 북구 구포동 491번지 T통B반,,,청우별장,1999-09-20 0:00,I,2018-08-31 23:59,여관업,382118.1678,191794.8005,여관업,0,0,0,,0,,20,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1986-00071,1986-06-18,,3,폐업,2,폐업,2004-10-22,,,,051 3351680,0,616-801,부산광역시 북구 구포동 340-1번지 T통B반,,,엔젤장,1999-09-20 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,18,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1994-01014,1994-04-29,,3,폐업,2,폐업,2016-02-18,,,,051 3422892,490.32,616-837,부산광역시 북구 구포동 406-1번지,부산광역시 북구 가람로58번길 3 (구포동),46584,별궁장,2014-05-19 15:44,I,2018-08-31 23:59,여관업,382015.9252,191565.1863,여관업,0,0,0,0,0,0,0,24,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1975-00316,1975-05-12,,3,폐업,2,폐업,2004-10-22,,,,,58.61,616-801,부산광역시 북구 구포동 1060-393번지,,,동진,2002-05-15 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1996-01177,1996-10-04,,3,폐업,2,폐업,2021-11-10,,,,051 338 9090,698.46,616-801,부산광역시 북구 구포동 497,부산광역시 북구 구포만세길 185 (구포동),46501,애플모텔,2021-11-10 13:39,U,2021-11-12 2:40,여관업,382143.409,191788.8893,여관업,0,0,0,0,0,0,0,26,,,,,0,0,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1980-00992,1980-09-11,,3,폐업,2,폐업,2004-10-22,,,,051 3324959,0,616-817,부산광역시 북구 덕천동 352-4번지 T통B반,,,록수장,1999-09-20 0:00,I,2018-08-31 23:59,여관업,382389.078,191954.1617,여관업,0,0,0,,0,,22,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1966-00353,1966-01-11,,3,폐업,2,폐업,1998-06-08,,,,,0,616-801,부산광역시 북구 구포동 1060번지 T통B반,,,제일,1999-04-28 0:00,I,2018-08-31 23:59,여인숙업,,,여인숙업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1994-00871,1994-10-13,,3,폐업,2,폐업,2004-10-22,,,,051 3348900,0,616-819,부산광역시 북구 덕천동 380-32번지 T통B반,,,옥류장,1999-09-20 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,18,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1986-01005,1986-03-14,,3,폐업,2,폐업,2020-09-07,,,,051 334 8750,183.12,616-816,부산광역시 북구 덕천동 399-3,부산광역시 북구 금곡대로8번길 10 (덕천동),46548,동원장,2020-09-07 16:21,U,2020-09-09 2:40,여관업,382571.4912,192009.9703,여관업,0,0,0,0,0,0,19,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-2003-00005,2002-03-20,,3,폐업,2,폐업,2021-11-24,,,,,1669.95,616-801,부산광역시 북구 구포동 486,부산광역시 북구 구포만세길 177 (구포동),46501,썸모텔,2021-11-24 17:23,U,2021-11-26 2:40,여관업,382118.078,191757.6367,여관업,0,0,0,0,0,0,0,32,,,,,0,0,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1988-01007,1988-01-27,,3,폐업,2,폐업,2004-10-22,,,,051 3322538,238.94,616-801,부산광역시 북구 구포동 1060-94번지,,,송원장,2002-05-15 0:00,I,2018-08-31 23:59,여관업,381809.5367,191482.5291,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1968-00342,1968-03-15,,3,폐업,2,폐업,2004-10-22,,,,,0,616-801,부산광역시 북구 구포동 431번지 T통B반,,,동영,1999-02-18 0:00,I,2018-08-31 23:59,여인숙업,,,여인숙업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1972-00352,1972-09-29,,3,폐업,2,폐업,1993-12-24,,,,,0,616-802,부산광역시 북구 구포동 1068-10번지 T통B반,,,동명,1999-04-27 0:00,I,2018-08-31 23:59,여인숙업,,,여인숙업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1981-00319,1981-08-25,,3,폐업,2,폐업,2004-10-22,,,,051 3359991,0,616-802,부산광역시 북구 구포동 1067-12번지 T통B반,,,해원장여관,1999-09-20 0:00,I,2018-08-31 23:59,여관업,381586.1412,191214.5798,여관업,0,0,0,,0,,17,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1987-00076,1987-05-28,,3,폐업,2,폐업,1993-11-17,,,,051 3350025,0,616-801,부산광역시 북구 구포동 340-2번지 T통B반 341,,,롯테,2005-09-06 0:00,I,2018-08-31 23:59,여관업,,,여관업,,,,,,,20,,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1986-00047,1986-10-24,,3,폐업,2,폐업,2014-10-17,,,,051 3341786,570.06,616-801,부산광역시 북구 구포동 1060-45번지,부산광역시 북구 낙동대로1694번나길 30 (구포동),,하나장,2014-05-30 13:41,I,2018-08-31 23:59,여관업,381880.6657,191563.9879,여관업,0,0,0,0,0,0,20,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2017-00001,2017-02-10,,3,폐업,2,폐업,2018-11-29,,,,,199.62,616-821,부산광역시 북구 덕천동 387-7번지,"부산광역시 북구 만덕대로 84 (덕천동, 4층 일부)",46567,편한게스트하우스,2018-11-29 17:45,U,2018-12-01 2:40,숙박업 기타,383326.3435,192169.3953,숙박업 기타,0,0,4,4,1,7,0,13,,,,,0,0,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1994-01011,1994-06-24,,3,폐업,2,폐업,2019-10-02,,,,051 331 2423,154,616-816,부산광역시 북구 덕천동 398-9번지 T통B반,부산광역시 북구 금곡대로8번길 36 (덕천동),46548,일번가모텔,2019-10-02 17:18,U,2019-10-04 2:40,여관업,382684.6806,192049.3974,여관업,0,0,0,0,0,0,13,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2003-00012,2003-06-10,,3,폐업,2,폐업,2024-11-07,,,,051 3345665,1045,616-801,부산광역시 북구 구포동 373,부산광역시 북구 낙동대로 1746 (구포동),46501,글로리점,2024-11-07 9:12,U,2024-11-09 2:40,여관업,382085.3659,191823.1227,여관업,0,0,0,0,0,0,4,35,,,,,0,0,N
2136,숙박업,03_11_03_P,3320000,3320000-201-2004-00010,1988-06-25,,3,폐업,2,폐업,2020-01-21,,,,051 332 4674,72.72,616-801,부산광역시 북구 구포동 516번지,부산광역시 북구 낙동대로1762번길 7 (구포동),46580,성광여인숙,2020-01-21 15:53,U,2020-01-23 2:40,여인숙업,382229.2439,191814.7374,여인숙업,0,0,0,0,0,0,15,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1999-00001,1999-09-20,,3,폐업,2,폐업,2020-09-21,,,,051 331 8404,1159.86,616-801,부산광역시 북구 구포동 371-2,부산광역시 북구 낙동대로 1746-8 (구포동),46501,바르도호텔,2020-09-21 11:15,U,2020-09-23 2:40,여관업,382054.8763,191803.0032,여관업,0,0,0,0,0,0,1,29,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-2003-00011,2003-05-07,,3,폐업,2,폐업,2021-11-29,,,,051 3439877,1617.38,616-801,부산광역시 북구 구포동 500,부산광역시 북구 구포만세길 191 (구포동),46501,스미스호텔,2021-11-29 9:41,U,2021-12-01 2:40,여관업,382147.8607,191806.4448,여관업,0,0,0,0,0,0,0,35,,,,,0,0,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2013-00003,2013-05-09,,3,폐업,2,폐업,2022-08-03,,,,051 714 5882,2451.73,616-801,부산광역시 북구 구포동 205-2,부산광역시 북구 낙동대로1750번길 5 (구포동),46501,부띠끄호텔,2022-08-03 10:44,U,2022-08-05 2:40,여관업,382129.5328,191824.3571,여관업,9,1,1,9,1,1,0,40,,,,자가,0,0,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1998-00095,1998-12-14,,3,폐업,2,폐업,2005-04-08,,,,051 3342577,491.41,616-801,부산광역시 북구 구포동 256-16번지 T통B반,,,꿈의궁전,2003-05-29 0:00,I,2018-08-31 23:59,여관업,,,여관업,,,,,,,1,17,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2003-00016,2003-02-03,,3,폐업,2,폐업,2005-01-19,,,,,,616-832,부산광역시 북구 만덕동 73-18번지,,,벤츠모텔,2004-10-22 0:00,I,2018-08-31 23:59,여관업,386388.974,192196.4224,여관업,,,,,,,,,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-2002-00046,2002-12-14,,3,폐업,2,폐업,2009-11-18,,,,051361 6661,448,616-817,부산광역시 북구 덕천동 350-1번지,,,잠자리모텔,2006-07-10 0:00,I,2018-08-31 23:59,여관업,382399.3765,192017.5532,여관업,,,,,,,1,17,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1983-01001,1983-11-01,,3,폐업,2,폐업,2019-09-11,,,,051 3047239,107.36,616-807,부산광역시 북구 구포동 1186-27번지,부산광역시 북구 사상로583번길 2 (구포동),46504,해송모텔,2019-09-11 16:05,U,2019-09-13 2:40,여관업,381209.3657,190378.5149,여관업,0,0,0,0,0,0,14,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1989-00087,1989-10-18,,3,폐업,2,폐업,2004-10-22,,,,051 3328382,0,616-801,"부산광역시 북구 구포동 253-6번지 T통B반 7,8",,,용궁장,2004-04-09 0:00,I,2018-08-31 23:59,여관업,381899.6171,191609.6576,여관업,0,0,0,,0,,19,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2003-00009,2003-12-17,,3,폐업,2,폐업,2022-08-17,,,,051 3653100,927.22,616-801,부산광역시 북구 구포동 1060-66,부산광역시 북구 낙동대로1694번나길 17 (구포동),46501,나이아스모텔,2022-08-17 12:00,U,2022-08-19 2:40,여관업,381824.2487,191537.8592,여관업,5,0,1,5,0,0,0,24,,,,,0,0,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1989-01255,1989-09-21,,3,폐업,2,폐업,2004-10-22,,,,051 3351664,316.59,616-801,부산광역시 북구 구포동 1060-269번지,,,창성장,2003-11-25 0:00,I,2018-08-31 23:59,여관업,381750.6085,191425.1798,여관업,,,,,,,,,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2003-00007,2003-11-13,,3,폐업,2,폐업,2006-10-12,,,,051 3313705,1279.38,616-801,부산광역시 북구 구포동 211-3번지 외1필지,,,니꼬모텔,2006-10-12 0:00,I,2018-08-31 23:59,관광호텔,382116.6314,191906.1788,관광호텔,7,,1,6,,,1,29,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1989-00994,1989-04-26,,3,폐업,2,폐업,2007-01-25,,,,051 3319955,500.8,616-816,부산광역시 북구 덕천동 399-15번지 T통B반,,,다인모텔,2005-08-24 0:00,I,2018-08-31 23:59,여관업,382634.1132,192028.1626,여관업,4,,3,4,,,21,,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2003-00004,2003-09-08,,3,폐업,2,폐업,2004-10-22,,,,3346323,1664.56,616-801,부산광역시 북구 구포동 1060-259번지,,,테마모텔,2003-10-16 0:00,I,2018-08-31 23:59,관광호텔,381676.8946,191329.0868,관광호텔,8,,1,7,,,2,34,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-2003-00002,2003-07-28,,3,폐업,2,폐업,2004-10-22,,,,3325119,833.46,616-802,부산광역시 북구 구포동 1067-19번지,,,금강산,2003-09-01 0:00,I,2018-08-31 23:59,여관업,381576.3869,191207.8272,여관업,9,,1,7,,,,24,,,,임대,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1977-01014,1977-07-22,,3,폐업,2,폐업,2004-10-22,,,,,0,616-817,부산광역시 북구 덕천동 353-12번지 T통B반,,,덕천여인숙,2003-07-15 0:00,I,2018-08-31 23:59,여인숙업,382417.1341,191950.5742,여인숙업,,,,,,,,,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1991-00996,1991-09-20,,3,폐업,2,폐업,2004-10-22,,,,,432.24,616-801,부산광역시 북구 구포동 253-1번지,,,초록장,2002-05-15 0:00,I,2018-08-31 23:59,여관업,381915.0108,191610.7607,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-2001-00001,2001-11-20,,3,폐업,2,폐업,2006-03-24,,,,,1039.61,616-801,부산광역시 북구 구포동 530번지,,,왕궁황토모텔,2006-03-27 0:00,I,2018-08-31 23:59,여관업,382185.4189,191750.9168,여관업,,,,,,,31,,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1980-00996,1980-09-11,,3,폐업,2,폐업,2013-09-13,,,,051 3365812,105.9,616-801,부산광역시 북구 구포동 1060-90번지,부산광역시 북구 낙동대로1694번나길 26 (구포동),,오페라,2012-10-18 15:58,I,2018-08-31 23:59,여관업,381870.8049,191553.4268,여관업,,,,,,,13,,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1985-00069,1985-11-21,,3,폐업,2,폐업,2004-10-22,,,,051 3336661,0,616-801,부산광역시 북구 구포동 265-16번지 T통B반 17,,,명보장,2003-01-06 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1993-01014,1993-01-20,,3,폐업,2,폐업,2012-07-20,,,,051 3318881,199.36,616-801,부산광역시 북구 구포동 214-2번지,,,부원장,2006-07-07 0:00,I,2018-08-31 23:59,여관업,382089.4079,191866.1773,여관업,,,,,,,,27,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1981-01369,1981-07-24,,3,폐업,2,폐업,2009-12-22,,,,051 3327606,68.1,616-828,부산광역시 북구 만덕동 830-32번지,,,대호,2006-07-07 0:00,I,2018-08-31 23:59,여관업,385354.6395,192391.8175,여관업,,,,,,,10,,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1987-00754,1987-12-01,,3,폐업,2,폐업,2004-10-22,,,,,122.31,616-801,부산광역시 북구 구포동 585-5번지,,,무진장,2002-05-15 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,0,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1973-00349,1973-01-26,,3,폐업,2,폐업,2004-10-22,,,,,57.2,616-802,부산광역시 북구 구포동 1068-8번지,,,선화,2002-05-15 0:00,I,2018-08-31 23:59,여관업,,,여관업,0,0,0,,0,,0,0,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1981-01173,1981-12-03,,3,폐업,2,폐업,2015-08-26,,,,051 3328696,76,616-828,부산광역시 북구 만덕동 830-6번지 T통B반,부산광역시 북구 만덕1로 17 (만덕동),46561,세화,2006-07-07 0:00,I,2018-08-31 23:59,여관업,385280.7025,192427.2027,여관업,,,,,,,10,,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1986-00328,1986-05-29,,3,폐업,2,폐업,2006-05-11,,,,051 3351919,103.8,616-802,부산광역시 북구 구포동 1067-12번지 T통B반 13,,,이화장,2005-09-06 0:00,I,2018-08-31 23:59,여관업,381586.1412,191214.5798,여관업,,,,,,,10,,,,,,,,N
2136,숙박업,03_11_03_P,3320000,3320000-201-1980-00997,1980-01-10,,3,폐업,2,폐업,2011-05-18,,,,051333 7622,90.4,616-801,부산광역시 북구 구포동 1060-186번지,,,고려여관,2008-10-08 10:26,I,2018-08-31 23:59,여관업,381876.8952,191378.7712,여관업,0,0,0,0,0,0,14,0,,,,,,,N
2135,숙박업,03_11_03_P,3320000,3320000-201-1975-00312,1975-02-10,,3,폐업,2,폐업,2008-04-30,,,,051332 2781,66.39,616-802,부산광역시 북구 구포동 1053-1번지,,,신라장,2006-07-10 0:00,I,2018-08-31 23:59,여관업,381663.551,191161.5489,여관업,,,,,,,,11,,,,,,,N
